Agência Nacional de Águas - ANA
Superintendência de Gestão da Rede Hidrometeorológica-SGH
Sistema de Informações Hidrológicas - Versão WEB
Fone: (61) 2109-5242
E-mail: hidro@ana.gov.br

NivelConsistencia: 1 = Bruto, 2 = Consistido
MediaDiaria: Indica se a medição é média diaria ou instantânea.  0 = Não, 1 = Sim
MetodoObtencaoVazoes: 1 = Curva de descarga, 2 = Transferência de vazões, 3 = Soma de vazões, 4 = ADCP
Status: 0 = Branco, 1 = Real, 2 = Estimado, 3 = Duvidoso, 4 = Régua Seca

Restrições da consulta:
Código da Estação:60810000


EstacaoCodigo;NivelConsistencia;Data;etodoObtencaoVazoes;Maxima;Minima;Media;DiaMaxima;DiaMinima;MaximaStatus;MinimaStatus;MediaStatus;MediaAnual;MediaAnualStatus;Vazao01;Vazao02;Vazao03;Vazao04;Vazao05;Vazao06;Vazao07;Vazao08;Vazao09;Vazao10;Vazao11;Vazao12;Vazao13;Vazao14;Vazao15;Vazao16;Vazao17;Vazao18;Vazao19;Vazao20;Vazao21;Vazao22;Vazao23;Vazao24;Vazao25;Vazao26;Vazao27;Vazao28;Vazao29;Vazao30;Vazao31;Vazao01Status;Vazao02Status;Vazao03Status;Vazao04Status;Vazao05Status;Vazao06Status;Vazao07Status;Vazao08Status;Vazao09Status;Vazao10Status;Vazao11Status;Vazao12Status;Vazao13Status;Vazao14Status;Vazao15Status;Vazao16Status;Vazao17Status;Vazao18Status;Vazao19Status;Vazao20Status;Vazao21Status;Vazao22Status;Vazao23Status;Vazao24Status;Vazao25Status;Vazao26Status;Vazao27Status;Vazao28Status;Vazao29Status;Vazao30Status;Vazao31Status
60810000;1;01/09/2024;;1;1;"3,3497";"2,0558";"2,5283"Hora;MediaDiaria;M;1;27;1;1;1;"0,0";0;"3,3497";"3,3497";"3,3497";"3,1707";"2,9967";"2,9967";"2,6634";"2,6634";"2,5041";"2,5041";"2,5041";"2,5041";"2,5041";"2,5041";"2,5041";"2,5041";"2,5041";"2,3497";"2,3497";"2,3497";"2,3497";"2,3497";"2,2003";"2,2003";"2,2003";"2,2003";"2,0558";"2,0558";"2,0558";"2,0558";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
60810000;1;01/07/2024;;1;1;"7,686";"4,9587";"6,3096";1;28;1;1;1;;0;"7,686";"7,686";"7,4134";"7,4134";"7,4134";"7,4134";"7,1457";"7,1457";"7,1457";"7,1457";"7,1457";"6,6252";"6,6252";"6,6252";"6,6252";"6,3724";"6,1244";"6,1244";"6,1244";"5,6433";"5,6433";"5,6433";"5,6433";"5,6433";"5,182";"5,182";"5,182";"4,9587";"4,9587";"4,9587";"4,9587";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
60810000;1;01/06/2024;;1;1;"12,02";"7,686";"8,9973";1;25;1;1;1;"0,0";0;"12,02";"12,02";"11,6784";"11,6784";"11,0099";"11,0099";"10,0442";"9,7321";"9,425";"9,425";"8,8256";"8,8256";"8,5333";"8,2459";"8,2459";"8,2459";"8,2459";"8,2459";"8,2459";"8,2459";"7,9635";"7,9635";"7,9635";"7,9635";"7,686";"7,686";"7,686";"7,686";"7,686";"7,686";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
60810000;1;01/05/2024;;1;1;"13,8023";"12,02";"12,468";1;22;1;1;1;"0,0";0;"13,8023";"13,8023";"13,436";"13,436";"13,436";"12,7181";"12,7181";"12,3666";"12,3666";"12,3666";"12,3666";"12,3666";"12,3666";"12,3666";"12,3666";"12,3666";"12,3666";"12,3666";"12,3666";"12,3666";"12,1927";"12,02";"12,02";"12,02";"12,02";"12,02";"12,02";"12,02";"12,02";"12,02";"12,02";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
60810000;1;01/04/2024;;1;1;"33,6491";"13,8023";"23,8641";2;30;1;1;1;"0,0";0;"28,1329";"33,6491";"30,28";"28,6623";"28,6623";"28,6623";"30,8292";"28,6623";"28,6623";"27,6085";"27,6085";"27,6085";"33,0752";"29,1966";"25,8119";"20,3352";"19,669";"26,5744";"24,0759";"23,3504";"21,2407";"19,669";"17,7372";"16,9107";"15,708";"15,317";"15,317";"14,9309";"14,1736";"13,8023";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
60810000;1;01/03/2024;;1;1;"34,5192";"5,0697";"14,0998";27;3;1;1;1;"0,0";0;"7,549";"5,5262";"5,0697";"5,8814";"6,4982";"8,389";"9,2733";"10,0442";"10,3611";"11,0099";"11,1752";"13,0746";"11,1752";"9,578";"9,425";"9,1228";"8,9736";"8,6788";"10,3611";"11,1752";"12,02";"12,7181";"13,2547";"19,8898";"19,4494";"29,1966";"34,5192";"28,1329";"31,3833";"26,319";"27,8701";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
60810000;1;01/02/2024;;1;1;"13,436";"4,5269";"8,1713";19;1;1;1;1;"0,0";0;"4,5269";"5,182";"6,3724";"9,2733";"7,9635";"7,4134";"7,4134";"9,1228";"8,1041";"7,4134";"7,2789";"6,4982";"6,6252";"5,6433";"5,4102";"6,3724";"8,5333";"10,683";"13,436";"11,5094";"9,7321";"9,7321";"9,425";"9,425";"9,425";"9,425";"8,6788";"8,2459";"8,1041";;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0
60810000;1;01/01/2024;;1;1;"10,0442";"5,8814";"7,8694";1;13;1;1;1;"0,0";0;"10,0442";"9,8875";"9,7321";"9,7321";"8,8256";"8,8256";"7,686";"7,1457";"6,883";"6,6252";"6,1244";"6,1244";"5,8814";"7,0137";"9,8875";"9,425";"9,425";"7,9635";"7,686";"7,1457";"6,6252";"7,4134";"7,4134";"6,6252";"9,7321";"7,4134";"7,4134";"7,1457";"7,2789";"7,4134";"7,4134";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
60810000;1;01/12/2023;;1;1;"11,0099";"3,8186";"5,7799";1;19;1;1;1;"0,0";0;"11,0099";"7,686";"6,883";"6,883";"6,4982";"6,2478";"6,0023";"5,6433";"5,182";"5,182";"4,7403";"4,9587";"4,9587";"4,7403";"4,7403";"4,3184";"4,3184";"4,3184";"3,8186";"3,9161";"4,1148";"4,5269";"4,7403";"4,7403";"7,1457";"6,883";"6,6252";"6,6252";"6,883";"6,883";"7,9635";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
60810000;1;01/11/2023;;1;1;"10,683";"4,3184";"6,9316";30;1;1;1;1;"0,0";0;"4,3184";"4,5269";"4,7403";"8,5333";"5,5262";"5,4102";"4,9587";"4,9587";"5,5262";"5,182";"5,182";"5,4102";"5,7618";"6,1244";"6,2478";"6,3724";"6,3724";"6,6252";"6,6252";"6,883";"7,4134";"8,2459";"8,5333";"9,1228";"9,425";"9,7321";"9,7321";"9,7321";"10,0442";"10,683";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
60810000;1;01/10/2023;;1;1;"6,1244";"3,3497";"4,7311";1;24;1;1;1;"0,0";0;"6,1244";"5,4102";"5,182";"5,182";"5,7618";"5,6433";"5,6433";"5,4102";"5,4102";"5,4102";"5,182";"5,182";"5,182";"4,7403";"4,7403";"4,7403";"4,7403";"4,7403";"4,7403";"4,3184";"4,3184";"4,3184";"4,3184";"3,3497";"3,7224";"3,5336";"3,5336";"3,5336";"3,9161";"4,3184";"4,3184";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
60810000;1;01/09/2023;;1;1;"8,2459";"5,8814";"6,7075";1;17;1;1;1;"0,0";0;"8,2459";"8,2459";"7,686";"7,686";"7,686";"7,686";"7,686";"7,686";"7,1457";"7,1457";"7,1457";"6,883";"6,883";"6,6252";"6,6252";"6,1244";"5,8814";"5,8814";"5,8814";"6,1244";"5,8814";"5,8814";"5,8814";"5,8814";"6,1244";"6,1244";"6,1244";"6,1244";"6,1244";"6,1244";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
60810000;1;01/08/2023;;1;1;"10,0442";"8,2459";"8,8732";1;14;1;1;1;"0,0";0;"10,0442";"10,0442";"9,7321";"9,7321";"9,7321";"9,425";"9,425";"9,1228";"8,8256";"8,8256";"8,5333";"8,5333";"8,5333";"8,2459";"8,2459";"8,2459";"8,2459";"8,2459";"8,2459";"8,2459";"8,5333";"9,425";"8,8256";"8,2459";"8,2459";"8,2459";"8,8256";"9,1228";"9,1228";"9,1228";"9,1228";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
60810000;1;01/07/2023;;1;1;"16,5049";"10,0442";"11,3811";2;20;1;1;1;"0,0";0;"15,9054";"16,5049";"13,6185";"12,7181";"12,7181";"12,3666";"12,3666";"12,02";"12,02";"11,3417";"11,3417";"11,3417";"11,0099";"11,0099";"11,0099";"11,0099";"11,0099";"11,0099";"11,0099";"10,0442";"10,0442";"10,0442";"10,0442";"10,0442";"10,0442";"10,0442";"10,3611";"10,3611";"10,3611";"10,0442";"10,0442";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
60810000;1;01/06/2023;;1;1;"17,7372";"13,8023";"15,4282";1;28;1;1;1;"0,0";0;"17,7372";"17,7372";"17,3215";"16,5049";"16,5049";"16,5049";"15,708";"15,708";"15,708";"14,9309";"14,9309";"14,9309";"14,5498";"14,5498";"14,5498";"14,5498";"14,5498";"16,5049";"16,5049";"16,5049";"15,708";"15,708";"15,708";"14,5498";"14,5498";"14,5498";"14,1736";"13,8023";"13,8023";"13,8023";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
60810000;1;01/05/2023;;1;1;"21,7009";"16,5049";"18,7406";1;25;1;1;1;"0,0";0;"21,7009";"21,7009";"21,2407";"21,2407";"21,2407";"20,7855";"20,7855";"20,7855";"19,8898";"19,8898";"19,014";"19,014";"19,014";"19,014";"18,5834";"18,5834";"18,5834";"18,1578";"17,7372";"17,7372";"17,7372";"17,3215";"17,3215";"17,3215";"16,5049";"16,5049";"16,5049";"16,5049";"16,5049";"16,5049";"17,5287";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
60810000;1;01/04/2023;;1;1;"33,3616";"22,6361";"28,8374";11;30;1;1;1;"0,0";0;"28,6623";"31,9423";"32,7902";"30,8292";"30,28";"30,28";"29,4656";"30,28";"30,8292";"32,2237";"33,3616";"31,3833";"31,9423";"31,3833";"30,8292";"30,28";"30,28";"30,28";"28,6623";"28,6623";"28,6623";"27,6085";"26,5744";"26,0648";"24,5657";"23,591";"23,591";"23,591";"23,591";"22,6361";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
60810000;1;01/03/2023;;1;1;"74,1114";"30,8292";"42,5777";21;30;1;1;1;"0,0";0;"45,8284";"47,8692";"40,9214";"32,2237";"33,0752";"33,9379";"42,2028";"45,8284";"47,184";"39,3476";"35,6966";"34,5192";"36,5927";"46,5037";"44,8248";"50,3063";"44,1618";"41,8806";"48,2136";"59,1226";"74,1114";"59,1226";"53,8932";"47,5259";"40,9214";"36,5927";"33,0752";"31,3833";"31,3833";"30,8292";"30,8292";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60810000;1;01/02/2023;;1;1;"51,0138";"25,8119";"34,5582";24;15;1;1;1;"0,0";0;"29,7358";"29,7358";"33,3616";"38,4182";"37,1962";"35,9941";"35,4004";"35,4004";"35,1054";"32,2237";"28,6623";"27,089";"27,089";"27,8701";"25,8119";"27,3481";"28,9288";"31,1056";"33,6491";"35,1054";"34,8117";"35,9941";"47,5259";"51,0138";"46,1655";"40,6042";"35,9941";"40,2882";;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
60810000;1;01/01/2023;;1;1;"51,7262";"13,8023";"27,6163";10;2;1;1;1;"0,0";0;"17,7372";"13,8023";"15,708";"17,3215";"22,166";"28,6623";"24,5657";"26,5744";"30,0073";"51,7262";"35,4004";"31,1056";"30,0073";"31,3833";"28,6623";"23,3504";"24,0759";"20,5597";"20,7855";"20,7855";"35,6966";"31,6622";"30,8292";"27,6085";"31,9423";"33,3616";"31,6622";"30,0073";"28,6623";"30,28";"30,0073";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
60810000;1;01/12/2022;;1;1;"17,3215";"2,2003";"7,5996";31;1;1;1;1;"0,0";0;"2,2003";"2,2003";"2,5041";"2,5041";"2,2003";"2,2003";"2,6634";"2,9967";"2,8276";"2,9967";"3,5336";"3,5336";"3,3497";"8,389";"5,2955";"8,1041";"7,9635";"7,2789";"8,5333";"12,8957";"11,0099";"10,0442";"9,425";"8,389";"8,5333";"15,5119";"13,436";"14,9309";"15,9054";"16,9107";"17,3215";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
60810000;1;01/11/2022;;1;1;"3,2596";"1,9162";"2,4967";12;29;1;1;1;"0,0";0;"2,8276";"2,8276";"2,5041";"2,5041";"2,5041";"2,5041";"2,5041";"2,6634";"2,5041";"2,5041";"2,5041";"3,2596";"2,8276";"2,8276";"2,5041";"2,5041";"2,5041";"2,5041";"2,5041";"2,8276";"2,6634";"2,5041";"2,5041";"2,2003";"2,2003";"2,2003";"2,1274";"2,0558";"1,9162";"1,9162";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
60810000;1;01/10/2022;;1;1;"5,182";"2,0558";"3,023";8;21;1;1;1;"0,0";0;"2,5041";"2,5041";"2,6634";"2,5041";"2,5041";"2,3497";"2,7449";"5,182";"4,7403";"4,633";"4,3184";"3,9161";"3,9161";"3,5336";"3,5336";"3,5336";"3,1707";"2,9967";"2,5041";"2,2003";"2,0558";"2,2744";"2,4263";"2,5041";"2,5041";"2,5041";"2,5041";"2,5041";"2,8276";"2,8276";"2,8276";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60810000;1;01/09/2022;;1;1;"2,9967";"1,6855";"2,1845";29;14;1;1;1;"0,0";0;"2,5041";"2,5041";"2,3497";"2,3497";"2,3497";"2,2003";"2,2003";"2,2003";"2,2003";"2,2003";"1,9162";"1,9162";"1,9162";"1,6855";"1,6855";"1,6855";"1,6855";"1,6855";"1,6855";"1,6855";"1,6855";"1,9162";"2,5831";"2,6634";"2,5041";"2,5041";"2,5041";"2,7449";"2,9967";"2,8276";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
60810000;1;01/08/2022;;1;1;"4,5269";"2,5041";"3,6348";1;29;1;1;1;"0,0";0;"4,5269";"4,5269";"4,5269";"4,3184";"4,3184";"4,3184";"3,9161";"3,9161";"3,9161";"3,9161";"3,9161";"4,1148";"4,1148";"4,1148";"3,9161";"3,9161";"3,9161";"3,5336";"3,5336";"3,5336";"3,5336";"3,1707";"3,1707";"3,1707";"2,8276";"2,8276";"2,8276";"2,8276";"2,5041";"2,5041";"2,5041";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
60810000;1;01/07/2022;;1;1;"6,6252";"4,5269";"5,3397";1;25;1;1;1;"0,0";0;"6,6252";"6,3724";"6,1244";"6,1244";"6,1244";"6,1244";"6,1244";"5,6433";"5,6433";"5,6433";"5,6433";"5,6433";"5,6433";"5,4102";"5,4102";"5,4102";"5,182";"5,182";"5,182";"5,182";"5,182";"4,7403";"4,7403";"4,7403";"4,5269";"4,5269";"4,5269";"4,5269";"4,5269";"4,5269";"4,5269";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
